"Brown to outline presidency goals

Next year will be ""make or break"" for development in poorer countries Gordon Brown will say as he sets out UK goals for its EU and G8 presidencies.

The chancellor is due to outline a series of key targets the government will be judged on in 2005. They will include doubling aid from donor countries and eliminating debt owed by the poorest nations. Mr Brown also wants other G8 nations to match his target for overseas aid - spending 0.7% of national income.

He also wants the richer countries to do more to help the development of vaccines for Aids and malaria. The chancellor is travelling to America next week as part of his persuasion drive over the issue. He told BBC Radio 4's Today programme: ""We need more resources allied to progress on trade and progress on debt relief if we are going to make an impact on the problems of ill health, of illiteracy, of poverty, particularly in Africa but right through the developing countries.""

His proposals were effectively a new ""Marshall Plan"" for the world, including an international finance facility, which would issue bonds in an attempt to double global aid cash to $100bn a year. Agreement in the Doha development talks could also give developing nations the trading ability they needed, he argued. The European Union's Common Agricultural Policy had caused aggravated trade problems, he said, but there was now an agreement to end export subsidies.

Mr Brown said much had been achieved on issues such as debt relief in the last seven years. But with 30,000 children were dying unnecessarily every day more was needed, including 100% debt relief multilaterally. ""That is why next year is a test,"" he said. ""If after five years of making promises the world is not prepared to honour them, then people will be justified in saying they promised but they did not produce results."" The Catholic aid agency Cafod will host Mr Brown's speech on Wednesday.

Cafod wants Britain to use its influence to pressure countries like the US to make firm commitments to tackle global poverty. Mr Brown said America too needed to take more action but defended President George Bush for guaranteeing resources to countries which introduced reforms to tackle corruption. Oxfam's Paying the Price report this week said 45 million children will die needlessly before 2015 and aid budgets are half their 1960 levels. The charity's director, Barbara Stocking, said: ""2005 offers the chance for an historic breakthrough, but unless world leaders act now the year will end in shameful failure."" The report said the G8 of top industrialised nations had agreed in 1970 to spend 0.7% of their incomes on aid.

But 34 years later none of the organisations members had reached this target and many had not yet set a timetable. Mr Blair, who has described Africa as a ""scar"" on the world's conscience, has already said tackling world poverty would be one his G8 priorities along with climate change and the Aids epidemic. But Band Aid founder Bob Geldof in July said he was sick of hearing ""guff"" about scars on the world. It was pathetic that Britain was the 4th richest country in the world but only the 11th most generous aid donor, he added. Conservative shadow international development secretary Alan Duncan accused Mr Brown of missing his target on providing anti-retroviral drug treatment to three million Africans by 2005. Instead, only 500,000 people would benefit, he said. ""There's no point in him demanding praise and adulation for setting a whole new raft of targets when he has so woefully failed to meet the ones he already has,"" added Mr Duncan.
","Mr Brown also wants other G8 nations to match his target for overseas aid - spending 0.7% of national income.""That is why next year is a test,"" he said.Mr Brown said much had been achieved on issues such as debt relief in the last seven years.The report said the G8 of top industrialised nations had agreed in 1970 to spend 0.7% of their incomes on aid.But Band Aid founder Bob Geldof in July said he was sick of hearing ""guff"" about scars on the world.Mr Brown said America too needed to take more action but defended President George Bush for guaranteeing resources to countries which introduced reforms to tackle corruption.Mr Blair, who has described Africa as a ""scar"" on the world's conscience, has already said tackling world poverty would be one his G8 priorities along with climate change and the Aids epidemic.Next year will be ""make or break"" for development in poorer countries Gordon Brown will say as he sets out UK goals for its EU and G8 presidencies.It was pathetic that Britain was the 4th richest country in the world but only the 11th most generous aid donor, he added.His proposals were effectively a new ""Marshall Plan"" for the world, including an international finance facility, which would issue bonds in an attempt to double global aid cash to $100bn a year.Oxfam's Paying the Price report this week said 45 million children will die needlessly before 2015 and aid budgets are half their 1960 levels.","Mr Brown said much had been achieved on issues such as debt relief in the last seven years.The Catholic aid agency Cafod will host Mr Brown's speech on Wednesday.Mr Brown said America too needed to take more action but defended President George Bush for guaranteeing resources to countries which introduced reforms to tackle corruption.The chancellor is due to outline a series of key targets the government will be judged on in 2005.He told BBC Radio 4's Today programme: ""We need more resources allied to progress on trade and progress on debt relief if we are going to make an impact on the problems of ill health, of illiter","{'rouge1': 0.3925, 'rouge2': 0.2486, 'rougeL': 0.3011, 'rougeLsum': 0.3011}"
"Blog reading explodes in America

Americans are becoming avid blog readers, with 32 million getting hooked in 2004, according to new research.

The survey, conducted by the Pew Internet and American Life Project, showed that blog readership has shot up by 58% in the last year. Some of this growth is attributable to political blogs written and read during the US presidential campaign. Despite the explosive growth, more than 60% of online Americans have still never heard of blogs, the survey found. Blogs, or web logs, are online spaces in which people can publish their thoughts, opinions or spread news events in their own words. Companies such as Google and Microsoft provide users with the tools to publish their own blogs.

The rise of blogs has spawned a new desire for immediate news and information, with six million Americans now using RSS aggregators. RSS aggregators are downloaded to PCs and are programmed to subscribe to feeds from blogs, news sites and other websites. The aggregators automatically compile the latest information published online from the blogs or news sites. Reading blogs remains far more popular than writing them, the survey found. Only 7% of the 120 million US adults who use the internet had created a blog or web-based diary. Getting involved is becoming more popular though, with 12% saying they had posted material or comments on other people's blogs.

Just under one in 10 of the US's internet users read political blogs such as the Daily Kos or Instapundit during the US presidential campaign. Kerry voters were slightly more likely to read them than Bush voters. Blog creators were likely to be young, well-educated, net-savvy males with good incomes and college educations, the survey found. This was also true of the average blog reader, although the survey found there was a greater than average growth in blog readership among women and those in minorities. The survey was conducted during November and involved telephone surveys of 1,324 internet users.
","This was also true of the average blog reader, although the survey found there was a greater than average growth in blog readership among women and those in minorities.Reading blogs remains far more popular than writing them, the survey found.Just under one in 10 of the US's internet users read political blogs such as the Daily Kos or Instapundit during the US presidential campaign.Some of this growth is attributable to political blogs written and read during the US presidential campaign.Despite the explosive growth, more than 60% of online Americans have still never heard of blogs, the survey found.The survey, conducted by the Pew Internet and American Life Project, showed that blog readership has shot up by 58% in the last year.The rise of blogs has spawned a new desire for immediate news and information, with six million Americans now using RSS aggregators.","Just under one in 10 of the US's internet users read political blogs such as the Daily Kos or Instapundit during the US presidential campaign.The survey, conducted by the Pew Internet and American Life Project, showed that blog readership has shot up by 58% in the last year.The rise of blogs has spawned a new desire for immediate news and information, with six million Americans now using RSS aggregators.The survey was conducted during November and involved telephone surveys of 1,324 internet users.Reading blogs remains far more popular than writing","{'rouge1': 0.7049, 'rouge2': 0.6446, 'rougeL': 0.5902, 'rougeLsum': 0.5902}"
"UK pledges Â£1bn to vaccine effort

UK Chancellor Gordon Brown has offered Â£960m ($1.8bn) over 15 years to an international scheme aiming to boost vaccination and immunisation schemes.

In a speech, he called for action to reach the 2000 Millennium Declaration goals of halving global poverty and tackling child mortality rates. Mr Brown has just returned from a tour of African nations. The Â£1bn commitment is part of a five-point plan on debt relief, trade, aid, education and health.

The chancellor was speaking at an event jointly organised by the UK's Department for International Development and the UN Development Programme on Wednesday. Mr Brown welcomed news that the Bill Gates Foundation and Norway are joining up to put an extra Â£0.53bn ($1bn ) into the Global Alliance for Vaccines and Immunisation (Gavi). Britain, France, Gavi and the Gates Foundation have drawn up proposals to apply the principles of the International Finance Facility (IFF) to the area of immunisation. That could see donors making long-term, legally binding financial commitments which can then be used as collateral for raising extra funds from international capital markets. As well as pledging Â£960m over 15 years to the immunisation IFF, Britain urged other donors to contribute.

If Gavi could increase its funding for immunisation by an extra Â£4bn ($7.4bn) over 10 years, then an extra five million lives could have been saved by 2015 and five million thereafter, Mr Brown argued. Campaign groups including Friends of the Earth, the World Development Movement, and War on Want said UK government policy on free trade was a major barrier to fighting poverty. War on Want's John Hilary said: ""Compassionate rhetoric cannot disguise the reality of the government's neo-liberal policies. ""As long as Mr Blair and Mr Brown continue to push free trade and privatisation on developing countries, more and more people will be pushed deeper into poverty, not lifted out of it.""
","Mr Brown welcomed news that the Bill Gates Foundation and Norway are joining up to put an extra Â£0.53bn ($1bn ) into the Global Alliance for Vaccines and Immunisation (Gavi).UK Chancellor Gordon Brown has offered Â£960m ($1.8bn) over 15 years to an international scheme aiming to boost vaccination and immunisation schemes.If Gavi could increase its funding for immunisation by an extra Â£4bn ($7.4bn) over 10 years, then an extra five million lives could have been saved by 2015 and five million thereafter, Mr Brown argued.""As long as Mr Blair and Mr Brown continue to push free trade and privatisation on developing countries, more and more people will be pushed deeper into poverty, not lifted out of it.""Britain, France, Gavi and the Gates Foundation have drawn up proposals to apply the principles of the International Finance Facility (IFF) to the area of immunisation.Campaign groups including Friends of the Earth, the World Development Movement, and War on Want said UK government policy on free trade was a major barrier to fighting poverty.","Britain, France, Gavi and the Gates Foundation have drawn up proposals to apply the principles of the International Finance Facility (IFF) to the area of immunisation.Mr Brown welcomed news that the Bill Gates Foundation and Norway are joining up to put an extra £0.53bn ($1bn ) into the Global Alliance for Vaccines and Immunisation (Gavi).The chancellor was speaking at an event jointly organised by the UK's Department for International Development and the UN Development Programme on Wednesday.","{'rouge1': 0.5292, 'rouge2': 0.4235, 'rougeL': 0.2957, 'rougeLsum': 0.2957}"
"Building giant in asbestos payout

Australian building products group James Hardie has agreed to pay $1.1bn (Â£568m) to victims of asbestos-related diseases.

The landmark deal could see thousands of people suffering from lung diseases - caused by asbestos the company once made - receive compensation. The move follows angry protests after the firm said a previous compensation fund was running out of money. A subsequent New South Wales state inquiry criticised Hardie's actions. In September, the inquiry found that the company had misled the public about the amount of money set aside to cover its asbestos-related liabilities, sparking the resignation of its then chief executive, Peter MacDonald.

Campaigners welcomed news of the preliminary agreement. ""This is a momentous day in the fight for victims and their families,"" said asbestosis sufferer Bernie Banton, who leads a victims' association. ""There is still a long way to go, but we are getting there."" James Hardie chairwoman, Meredith Hellicar, said the deal provided for a funding arrangement ""that is affordable, sensible and workable"". ""At the end of the day we are dealing with compensation for people who are terminally ill. We don't know exactly how many of them there will be, we don't know over what exact period they will fall ill,"" she said. However, the deal still has to receive the approval of Hardie's shareholders.

Hardie, which currently makes more than 80% of its revenues in the US, was once Australia's biggest supplier of asbestos building materials. In 2001, the company set up a fund to compensate asbestos victims, but it later admitted the fund was running short of money. A decision by Hardie to move its headquarters to the Netherlands - while remaining a listed company in Australia - provoked a damaging public outcry. Victims groups accusing it of trying to escape its responsibilities by moving abroad, a charge the company denies. Australia's securities watchdog is currently investigating Hardie's former chief executive and former chief financial officer over allegations of misleading investors and the general public.
","In 2001, the company set up a fund to compensate asbestos victims, but it later admitted the fund was running short of money.The move follows angry protests after the firm said a previous compensation fund was running out of money.The landmark deal could see thousands of people suffering from lung diseases - caused by asbestos the company once made - receive compensation.However, the deal still has to receive the approval of Hardie's shareholders.In September, the inquiry found that the company had misled the public about the amount of money set aside to cover its asbestos-related liabilities, sparking the resignation of its then chief executive, Peter MacDonald.Hardie, which currently makes more than 80% of its revenues in the US, was once Australia's biggest supplier of asbestos building materials.Australian building products group James Hardie has agreed to pay $1.1bn (Â£568m) to victims of asbestos-related diseases.","Australian building products group James Hardie has agreed to pay $1.1bn (£568m) to victims of asbestos-related diseases.In 2001, the company set up a fund to compensate asbestos victims, but it later admitted the fund was running short of money.The landmark deal could see thousands of people suffering from lung diseases - caused by asbestos the company once made - receive compensation.At the end of the day we are dealing with compensation for people who are terminally ill.""This is a momentous day in the fight for victims and their families,"" said asbestosis sufferer Bernie Banton, who leads a victims' association.","{'rouge1': 0.5569, 'rouge2': 0.4901, 'rougeL': 0.3922, 'rougeLsum': 0.3922}"
"Beer giant swallows Russian firm

Brewing giant Inbev has agreed to buy Alfa-Eco's stake in Sun Interbrew, Russia's second-largest brewer, for up to 259.7m euros ($353.3m; Â£183.75m).

Alfa-Eco, the venture capital arm of Russian conglomerate Alfa Group, has a one-fifth stake in Sun Interbrew. The deal gives Inbev, the world's biggest beermaker, near-total control over the Russian brewer. Inbev bought out another partner in August 2004. Inbev brands include Bass, Stella Artois, Hoegaarden and Staropramen. It employs 77,000 people, running operations in over 30 countries across the Americas, Europe and Asia Pacific.

The Leuven-based brewery said it would own 97.3% of the voting shares and 98.8% of the non-voting shares of Sun Interbrew. The deal is expected to be completed in the first quarter of 2005. Inbev was formed in August 2004 when Belgium's Interbrew bought Brazilian brewer Ambev. Sun Interbrew, which employs 8,000 staff, owns breweries in eight Russian cities - Klin, Ivanovo, Saransk, Kursk, Volzhsky, Omsk, Perm and Novocheboksarsk. There are also three breweries in Ukraine, in the cities of Chernigov, Nikolaev and Kharkov.
","Inbev was formed in August 2004 when Belgium's Interbrew bought Brazilian brewer Ambev.Brewing giant Inbev has agreed to buy Alfa-Eco's stake in Sun Interbrew, Russia's second-largest brewer, for up to 259.7m euros ($353.3m; Â£183.75m).Sun Interbrew, which employs 8,000 staff, owns breweries in eight Russian cities - Klin, Ivanovo, Saransk, Kursk, Volzhsky, Omsk, Perm and Novocheboksarsk.The deal gives Inbev, the world's biggest beermaker, near-total control over the Russian brewer.Alfa-Eco, the venture capital arm of Russian conglomerate Alfa Group, has a one-fifth stake in Sun Interbrew.","Beer giant swallows Russian firm Brewing giant Inbev has agreed to buy Alfa-Eco's stake in Sun Interbrew, Russia's second-largest brewer, for up to 259.7m euros ($353.3m; £183.75m).The deal gives Inbev, the world's biggest beermaker, near-total control over the Russian brewer.Sun Interbrew, which employs 8,000 staff, owns breweries in eight Russian cities - Klin, Ivanovo, Saransk, Kursk, Volzhsky, Omsk,","{'rouge1': 0.7692, 'rouge2': 0.7305, 'rougeL': 0.568, 'rougeLsum': 0.568}"
"Aids and climate top Davos agenda

Climate change and the fight against Aids are leading the list of concerns for the first day of the World Economic Forum in the Swiss resort of Davos.

Some 2,000 business and political leaders from around the globe will listen to UK Prime Minister Tony Blair's opening speech on Wednesday. Mr Blair will focus on Africa's development plans and global warming. Earlier in the day came an update on efforts to have 3 million people on anti-Aids drugs by the end of 2005. The World Health Organisation (WHO) said 700,000 people in poor countries were on life-extending drugs - up from 440,000 six months earlier but amounting to only 12% of the 5.8 million who needed them. A $2bn ""funding gap"" still stood in the way of hitting the 2005 target, the WHO said.

The themes to be stressed by Mr Blair - whose attendance was announced at the last minute - are those he wants to dominate the UK's chairmanship of the G8 group of industrialised states. Other issues to be discussed at the five-day conference range from China's

economic power to Iraq's future after this Sunday's elections. Aside from Mr Blair, more than 20 other world leaders are expected to attend including French President Jacques Chirac - due to speak by video link after bad weather delayed his helicopter - and South African President Thabo Mbeki, whose arrival has been delayed by Ivory Coast peace talks. The Ukraine's new president, Viktor Yushchenko, will also be there - as will newly elected Palestinian leader Mahmoud Abbas. Showbiz figures will also put in an appearance, from U2 frontman Bono - a well-known campaigner on trade and development issues - to Angelina Jolie, a goodwill campaigner for the UN on refugees.

Unlike previous years, protests against the WEF are expected to be muted. Anti-globalisation campaigners have called off a demonstration planned for the weekend. At the same time, about 100,000 people are expected to converge on the Brazilian resort of Porto Alegre for the World Social Forum - the so-called ""anti-Davos"" for campaigners against globalisation, for fair trade, and many other causes.

In contrast, the Davos forum is dominated by business issues - from outsourcing to corporate leadership - with bosses of more than a fifth of the world's 500 largest companies scheduled to attend. A survey published on the eve of the conference by PricewaterhouseCoopers said four in ten business leaders were ""very confident"" that their companies would see sales rise in 2005. Asian and American executives, however, were much more confident than their European counterparts. But the political discussions, focusing on Iran, Iraq and China, are likely to dominate media attention.
","At the same time, about 100,000 people are expected to converge on the Brazilian resort of Porto Alegre for the World Social Forum - the so-called ""anti-Davos"" for campaigners against globalisation, for fair trade, and many other causes.A survey published on the eve of the conference by PricewaterhouseCoopers said four in ten business leaders were ""very confident"" that their companies would see sales rise in 2005.Aside from Mr Blair, more than 20 other world leaders are expected to attend including French President Jacques Chirac - due to speak by video link after bad weather delayed his helicopter - and South African President Thabo Mbeki, whose arrival has been delayed by Ivory Coast peace talks.The World Health Organisation (WHO) said 700,000 people in poor countries were on life-extending drugs - up from 440,000 six months earlier but amounting to only 12% of the 5.8 million who needed them.Showbiz figures will also put in an appearance, from U2 frontman Bono - a well-known campaigner on trade and development issues - to Angelina Jolie, a goodwill campaigner for the UN on refugees.In contrast, the Davos forum is dominated by business issues - from outsourcing to corporate leadership - with bosses of more than a fifth of the world's 500 largest companies scheduled to attend.Climate change and the fight against Aids are leading the list of concerns for the first day of the World Economic Forum in the Swiss resort of Davos.Some 2,000 business and political leaders from around the globe will listen to UK Prime Minister Tony Blair's opening speech on Wednesday.","Aside from Mr Blair, more than 20 other world leaders are expected to attend including French President Jacques Chirac - due to speak by video link after bad weather delayed his helicopter - and South African President Thabo Mbeki, whose arrival has been delayed by Ivory Coast peace talks.The themes to be stressed by Mr Blair - whose attendance was announced at the last minute - are those he wants to dominate the UK's chairmanship of the G8 group of industrialised states.Aside from Mr Blair, more than 20 other world leaders are expected to attend including","{'rouge1': 0.3901, 'rouge2': 0.2928, 'rougeL': 0.3242, 'rougeLsum': 0.3242}"
"UK 'world's biggest music buyer'

UK consumers are the biggest music buyers in the world, according to new figures released on Tuesday by the British Phonographic Industry (BPI).

But global sales of recorded music were flat in 2004, with growing sales in DVD music videos offset by online and physical piracy in major markets. The UK music industry recorded an overall 3% increase in volume sales, mostly due to its robust albums market. However, world music sales declined by 1.3% to $33.6 billion (Â£17.7 billion). The UK CD albums market grew by 4.5% in 2004 with a record 174.6 million units sold. On average every Briton buys 3.2 CDs per person per year.

Around 26,000 albums are released in the UK each year, making Britain second only to the US in terms of the number of releases. Overall sales were driven by new UK-signed artists such as Keane, Katie Melua and Scissor Sisters, whose debut album sold almost 1.6 million copies in the UK. ""A slew of great new British artists have met UK music fans' demand for great music,"" said BPI chairman Peter Jameson. The best-selling album globally was Usher's Confessions - one of eight albums to sell more than five million copies in 2004.

The growth in the DVD market and a sharp increase in sales of digital music ensured a strong market in the US. The total number of tracks downloaded last year were up more than tenfold on 2003. Digital sales in the US in the first two months of 2005 are already more than double that of the same period in 2004.

However, some markets in Continental Europe and Asia - notably Sweden, Finland, France, Spain and South Korea - have been drastically hit by internet piracy. Australia, Italy and the Netherlands also saw a decline. ""On the positive side digital sales are booming,"" said John Kennedy, chief executive of the International Federation of Phonographic Industries (IFPI). ""However, commercial piracy and illegal file-sharing are continuing to depress our markets. ""The priority in the coming year is to step up the advance of legitimate digital sales and sustain our anti-piracy efforts."" ""The main choice today's music fan now has to make is whether to get music legally or illegally,"" added Mr Jameson.
","The growth in the DVD market and a sharp increase in sales of digital music ensured a strong market in the US.But global sales of recorded music were flat in 2004, with growing sales in DVD music videos offset by online and physical piracy in major markets.The UK music industry recorded an overall 3% increase in volume sales, mostly due to its robust albums market.However, world music sales declined by 1.3% to $33.6 billion (Â£17.7 billion).Overall sales were driven by new UK-signed artists such as Keane, Katie Melua and Scissor Sisters, whose debut album sold almost 1.6 million copies in the UK.Around 26,000 albums are released in the UK each year, making Britain second only to the US in terms of the number of releases.""A slew of great new British artists have met UK music fans' demand for great music,"" said BPI chairman Peter Jameson.The UK CD albums market grew by 4.5% in 2004 with a record 174.6 million units sold.","UK consumers are the biggest music buyers in the world, according to new figures released on Tuesday by the British Phonographic Industry (BPI).But global sales of recorded music were flat in 2004, with growing sales in DVD music videos offset by online and physical piracy in major markets.The UK music industry recorded an overall 3% increase in volume sales, mostly due to its robust albums market.The growth in the DVD market and a sharp increase in sales of digital music ensured a strong market in the US.The best-selling album globally was Usher's Confessions - one of eight albums to sell more than five million copies in 2004.","{'rouge1': 0.625, 'rouge2': 0.4825, 'rougeL': 0.4097, 'rougeLsum': 0.4097}"
"MCI shares climb on takeover bid

Shares in US phone company MCI have risen on speculation that it is in takeover talks.

The Wall Street Journal reported on Thursday that Qwest has bid $6.3bn (Â£3.4bn) for MCI. Other firms have also expressed an interest in MCI, the second-largest US long-distance phone firm, and may now table rival bids, analysts said. Shares in MCI, which changed its name from Worldcom when it emerged from bankruptcy, were up 2.4% at $20.15. Press reports suggest that Qwest and MCI may reach an agreement as early as next week, although rival bids may muddy the waters. The largest US telephone company Verizon has previously held preliminary merger discussions with MCI, Reuters quoted sources as saying.

Consolidation in the US telecommunications industry has picked up in the past few months as companies look to cut costs and boost client bases. A merger between MCI and Qwest would be the fifth billion-dollar telecoms deal since October. Last week, SBC Communications agreed to buy its former parent and phone trailblazer AT&T for about $16bn. Competition has intensified and fixed-line phone providers such as MCI and AT&T have seen themselves overtaken by rivals. Buying MCI would give Qwest, a local phone service provider, access to MCI's global network and business-based subscribers. MCI also offers internet services.

MCI was renamed after it emerged from Chapter 11 bankruptcy protection in April last year. It hit the headlines as Worldcom in 2002 after admitting it illegally booked expenses and inflated profits. The scandal was a key factor in a global slide in share prices and the reverberations are still being felt today. Shareholders lost about $180bn when the company collapsed, while 20,000 workers lost their jobs. Former Worldcom boss Bernie Ebbers is currently on trial, accused of overseeing an $11bn fraud.
","Shares in US phone company MCI have risen on speculation that it is in takeover talks.The Wall Street Journal reported on Thursday that Qwest has bid $6.3bn (Â£3.4bn) for MCI.Shares in MCI, which changed its name from Worldcom when it emerged from bankruptcy, were up 2.4% at $20.15.Competition has intensified and fixed-line phone providers such as MCI and AT&T have seen themselves overtaken by rivals.Buying MCI would give Qwest, a local phone service provider, access to MCI's global network and business-based subscribers.The largest US telephone company Verizon has previously held preliminary merger discussions with MCI, Reuters quoted sources as saying.Other firms have also expressed an interest in MCI, the second-largest US long-distance phone firm, and may now table rival bids, analysts said.",Shares in US phone company MCI have risen on speculation that it is in takeover talks.The Wall Street Journal reported on Thursday that Qwest has bid $6.3bn (£3.4bn) for MCI.A merger between MCI and Qwest would be the fifth billion-dollar telecoms deal since October.Consolidation in the US telecommunications industry has picked up in the past few months as companies look to cut costs and boost client bases.MCI was renamed after it emerged from Chapter 11 bankruptcy protection in April last year.,"{'rouge1': 0.4779, 'rouge2': 0.3125, 'rougeL': 0.3717, 'rougeLsum': 0.3717}"
"US retail sales surge in December

US retail sales ended the year on a high note with solid gains in December, boosted by strong car sales.

Seasonally adjusted sales rose 1.2% in the month, compared to 0.1% a month earlier, boosted by a surge in shopping just before and after Christmas. Sales climbed 8% for the year, the best performance since an 8.5% rise in 1999, the Commerce Department added. The gains were led by a 4.3% jump in auto sales as dealers used enhanced offers to get cars out of showrooms. Dealers were forced to cut prices in December to maintain sales growth in a tough quarter when the usual end-of-year holiday sales boom was slow to get started.

The increase in sales during December pushed total spending for the month to $349.4bn (Â£265.9bn). Sales for the year also broke through the $4 trillion mark for the first time - with annual sales coming in at $4.06 trillion However, if automotives are excluded from December's data, retail sales rose just 0.3% on the month. Home furnishings and furniture stores also performed well, rising 2.2%. But as well as hitting the shops, more US consumers were going online or using mail order for their purchases - with non-store retailers seeing sales rise by 1.9%. However, analysts said that the strong figures were unlikely to put the Federal Reserve Bank off its current policy of measured interest rate rises. ""Consumers for now remain willing to spend freely, sustaining the US expansion. Given that attitude, the Fed remains likely to continue boosting the Fed funds rate at upcoming meetings,"" UBS economist Maury Harris told Reuters.

Retail sales are seen as a major part of consumer spending - which in turn makes up two-thirds of economic output in the US. Consumer spending has been picking up in recent years after slumping during 2001 and 2002 as the country battled to recover from its first recession of the decade and the World Trade Centre attacks. During that time, sales grew a lacklustre 2.9% in 2001 and 2.5% a year later. Looking ahead, analysts now expect improvement in jobs growth to feed through to the High Street with consumer spending remaining strong. The belief comes despite the latest labor department report showing a surprise rise in unemployment. The number of Americans filing initial jobless claims jumped to 367,000, the highest rate since September. However, long-term claims slipped to their lowest level since 2001.
","US retail sales ended the year on a high note with solid gains in December, boosted by strong car sales.Sales for the year also broke through the $4 trillion mark for the first time - with annual sales coming in at $4.06 trillion However, if automotives are excluded from December's data, retail sales rose just 0.3% on the month.Retail sales are seen as a major part of consumer spending - which in turn makes up two-thirds of economic output in the US.During that time, sales grew a lacklustre 2.9% in 2001 and 2.5% a year later.But as well as hitting the shops, more US consumers were going online or using mail order for their purchases - with non-store retailers seeing sales rise by 1.9%.The increase in sales during December pushed total spending for the month to $349.4bn (Â£265.9bn).Dealers were forced to cut prices in December to maintain sales growth in a tough quarter when the usual end-of-year holiday sales boom was slow to get started.Sales climbed 8% for the year, the best performance since an 8.5% rise in 1999, the Commerce Department added.","The increase in sales during December pushed total spending for the month to $349.4bn (£265.9bn). However, analysts said that the strong figures were unlikely to put the Federal Reserve Bank off its current policy of measured interest rate rises.Sales climbed 8% for the year, the best performance since an 8.5% rise in 1999, the Commerce Department added.Retail sales are seen as a major part of consumer spending - which in turn makes up two-thirds of economic output in the US.","{'rouge1': 0.4842, 'rouge2': 0.4099, 'rougeL': 0.2877, 'rougeLsum': 0.2877}"
"Winter freeze keeps oil above $50

Oil prices carried on rising on Wednesday after cold weather on both sides of the North Atlantic pushed US crude prices to four-month highs.

Freezing temperatures and heavy snowfalls took crude oil prices past $50 a barrel on Tuesday for the first time since November. Declines in the dollar have also contributed to the rising oil price. US crude was trading at $51.39 at 0710 GMT in Asian electronic trade on Wednesday. A barrel of US crude oil closed up $2.80 at $51.15 in New York on Tuesday. Opec members said on Tuesday that, given such high prices, the cartel saw no reason to cut its output.

Although below last year's peak of $55.67 a barrel, which was reached in October, prices are now well above 2004's average of $41.48. Brent crude also rose in London trading, adding $1.89 to $48.62 at the close.

Much of western Europe and the north east of America has been shivering under unseasonably low temperatures in recent days. The decline in the US dollar to a five-week low against the euro has also served to inflate prices. ""The primary factor is the weak dollar,"" said Victor Shum, a Singapore-based analyst with Purvin and Gertz. Expectations that a rebound in the dollar would halt the oil price rise were not immediately borne out on Wednesday morning, as oil prices carried on upwards as the dollar strengthened against the euro, the pound and the yen.

Several Opec members said on Tuesday that a cut in production was unlikely, citing rising prices and strong demand for oil from Asia. ""I agree that we do not need to cut supply if the prices are as much as this,"" Fathi Bin Shatwan, Libya's oil minister, told Reuters. ""I do not think we need to cut unless the prices are falling below $35 a barrel,"" he added.
","Oil prices carried on rising on Wednesday after cold weather on both sides of the North Atlantic pushed US crude prices to four-month highs.Declines in the dollar have also contributed to the rising oil price.Several Opec members said on Tuesday that a cut in production was unlikely, citing rising prices and strong demand for oil from Asia.Expectations that a rebound in the dollar would halt the oil price rise were not immediately borne out on Wednesday morning, as oil prices carried on upwards as the dollar strengthened against the euro, the pound and the yen.Freezing temperatures and heavy snowfalls took crude oil prices past $50 a barrel on Tuesday for the first time since November.A barrel of US crude oil closed up $2.80 at $51.15 in New York on Tuesday.","Freezing temperatures and heavy snowfalls took crude oil prices past $50 a barrel on Tuesday for the first time since November.Operations that a rebound in the dollar would halt the oil price rise were not immediately borne out on Wednesday morning, as oil prices carried on upwards as the dollar strengthened against the euro, the pound and the yen.The decline in the US dollar to a five-week low against the euro has also served to inflate prices.A barrel of US crude oil closed up $2.80 at $51.15 in New York on Tuesday.","{'rouge1': 0.7458, 'rouge2': 0.641, 'rougeL': 0.5339, 'rougeLsum': 0.5339}"
